Notes,Race,Race Code,Cancer Sites,Cancer Sites Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,30-34 years,30-34,Male,M,621
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,35-39 years,35-39,Female,F,1142
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,35-39 years,35-39,Male,M,1231
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,40-44 years,40-44,Female,F,2119
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,40-44 years,40-44,Male,M,2404
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,45-49 years,45-49,Female,F,3833
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,45-49 years,45-49,Male,M,4576
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,50-54 years,50-54,Female,F,7007
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,50-54 years,50-54,Male,M,8090
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,55-59 years,55-59,Female,F,6102
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,55-59 years,55-59,Male,M,8527
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,60-64 years,60-64,Female,F,5815
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,60-64 years,60-64,Male,M,8570
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,65-69 years,65-69,Female,F,5573
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,65-69 years,65-69,Male,M,7684
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,70-74 years,70-74,Female,F,4634
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,70-74 years,70-74,Male,M,5804
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,75-79 years,75-79,Female,F,3877
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,75-79 years,75-79,Male,M,4250
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,80-84 years,80-84,Female,F,2967
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,80-84 years,80-84,Male,M,2699
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,85+ years,85,Female,F,3115
,Black or African American,2054-5,Rectum and Rectosigmoid Junction,21051-21052,85+ years,85,Male,M,1951
,Black or African American,2054-5,Rectosigmoid Junction,21051,20-24 years,20-24,Female,F,29
,Black or African American,2054-5,Rectosigmoid Junction,21051,20-24 years,20-24,Male,M,23
,Black or African American,2054-5,Rectosigmoid Junction,21051,25-29 years,25-29,Female,F,60
,Black or African American,2054-5,Rectosigmoid Junction,21051,25-29 years,25-29,Male,M,55
,Black or African American,2054-5,Rectosigmoid Junction,21051,30-34 years,30-34,Female,F,122
,Black or African American,2054-5,Rectosigmoid Junction,21051,30-34 years,30-34,Male,M,130
,Black or African American,2054-5,Rectosigmoid Junction,21051,35-39 years,35-39,Female,F,232
,Black or African American,2054-5,Rectosigmoid Junction,21051,35-39 years,35-39,Male,M,250
,Black or African American,2054-5,Rectosigmoid Junction,21051,40-44 years,40-44,Female,F,483
,Black or African American,2054-5,Rectosigmoid Junction,21051,40-44 years,40-44,Male,M,480
,Black or African American,2054-5,Rectosigmoid Junction,21051,45-49 years,45-49,Female,F,838
,Black or African American,2054-5,Rectosigmoid Junction,21051,45-49 years,45-49,Male,M,1001
,Black or African American,2054-5,Rectosigmoid Junction,21051,50-54 years,50-54,Female,F,1346
,Black or African American,2054-5,Rectosigmoid Junction,21051,50-54 years,50-54,Male,M,1657
,Black or African American,2054-5,Rectosigmoid Junction,21051,55-59 years,55-59,Female,F,1421
,Black or African American,2054-5,Rectosigmoid Junction,21051,55-59 years,55-59,Male,M,1900
,Black or African American,2054-5,Rectosigmoid Junction,21051,60-64 years,60-64,Female,F,1322
,Black or African American,2054-5,Rectosigmoid Junction,21051,60-64 years,60-64,Male,M,1976
,Black or African American,2054-5,Rectosigmoid Junction,21051,65-69 years,65-69,Female,F,1407
,Black or African American,2054-5,Rectosigmoid Junction,21051,65-69 years,65-69,Male,M,1891
,Black or African American,2054-5,Rectosigmoid Junction,21051,70-74 years,70-74,Female,F,1273
,Black or African American,2054-5,Rectosigmoid Junction,21051,70-74 years,70-74,Male,M,1388
,Black or African American,2054-5,Rectosigmoid Junction,21051,75-79 years,75-79,Female,F,1105
,Black or African American,2054-5,Rectosigmoid Junction,21051,75-79 years,75-79,Male,M,1076
,Black or African American,2054-5,Rectosigmoid Junction,21051,80-84 years,80-84,Female,F,827
,Black or African American,2054-5,Rectosigmoid Junction,21051,80-84 years,80-84,Male,M,681
,Black or African American,2054-5,Rectosigmoid Junction,21051,85+ years,85,Female,F,860
,Black or African American,2054-5,Rectosigmoid Junction,21051,85+ years,85,Male,M,471
,Black or African American,2054-5,Rectum,21052,15-19 years,15-19,Female,F,21
,Black or African American,2054-5,Rectum,21052,15-19 years,15-19,Male,M,25
,Black or African American,2054-5,Rectum,21052,20-24 years,20-24,Female,F,102
,Black or African American,2054-5,Rectum,21052,20-24 years,20-24,Male,M,93
,Black or African American,2054-5,Rectum,21052,25-29 years,25-29,Female,F,251
,Black or African American,2054-5,Rectum,21052,25-29 years,25-29,Male,M,256
,Black or African American,2054-5,Rectum,21052,30-34 years,30-34,Female,F,538
,Black or African American,2054-5,Rectum,21052,30-34 years,30-34,Male,M,491
,Black or African American,2054-5,Rectum,21052,35-39 years,35-39,Female,F,910
,Black or African American,2054-5,Rectum,21052,35-39 years,35-39,Male,M,981
,Black or African American,2054-5,Rectum,21052,40-44 years,40-44,Female,F,1636
,Black or African American,2054-5,Rectum,21052,40-44 years,40-44,Male,M,1924
,Black or African American,2054-5,Rectum,21052,45-49 years,45-49,Female,F,2995
,Black or African American,2054-5,Rectum,21052,45-49 years,45-49,Male,M,3575
,Black or African American,2054-5,Rectum,21052,50-54 years,50-54,Female,F,5661
,Black or African American,2054-5,Rectum,21052,50-54 years,50-54,Male,M,6433
,Black or African American,2054-5,Rectum,21052,55-59 years,55-59,Female,F,4681
,Black or African American,2054-5,Rectum,21052,55-59 years,55-59,Male,M,6627
,Black or African American,2054-5,Rectum,21052,60-64 years,60-64,Female,F,4493
,Black or African American,2054-5,Rectum,21052,60-64 years,60-64,Male,M,6594
,Black or African American,2054-5,Rectum,21052,65-69 years,65-69,Female,F,4166
,Black or African American,2054-5,Rectum,21052,65-69 years,65-69,Male,M,5793
,Black or African American,2054-5,Rectum,21052,70-74 years,70-74,Female,F,3361
,Black or African American,2054-5,Rectum,21052,70-74 years,70-74,Male,M,4416
,Black or African American,2054-5,Rectum,21052,75-79 years,75-79,Female,F,2772
,Black or African American,2054-5,Rectum,21052,75-79 years,75-79,Male,M,3174
,Black or African American,2054-5,Rectum,21052,80-84 years,80-84,Female,F,2140
,Black or African American,2054-5,Rectum,21052,80-84 years,80-84,Male,M,2018
,Black or African American,2054-5,Rectum,21052,85+ years,85,Female,F,2255
,Black or African American,2054-5,Rectum,21052,85+ years,85,Male,M,1480
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,20-24 years,20-24,Male,M,26
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,25-29 years,25-29,Female,F,40
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,25-29 years,25-29,Male,M,123
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,30-34 years,30-34,Female,F,106
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,30-34 years,30-34,Male,M,340
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,35-39 years,35-39,Female,F,258
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,35-39 years,35-39,Male,M,627
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,40-44 years,40-44,Female,F,473
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,40-44 years,40-44,Male,M,887
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,45-49 years,45-49,Female,F,837
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,45-49 years,45-49,Male,M,1108
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,50-54 years,50-54,Female,F,1128
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,50-54 years,50-54,Male,M,1186
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,55-59 years,55-59,Female,F,1212
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,55-59 years,55-59,Male,M,1131
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,60-64 years,60-64,Female,F,1089
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,60-64 years,60-64,Male,M,812
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,65-69 years,65-69,Female,F,1053
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,65-69 years,65-69,Male,M,630
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,70-74 years,70-74,Female,F,776
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,70-74 years,70-74,Male,M,460
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,75-79 years,75-79,Female,F,597
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,75-79 years,75-79,Male,M,274
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,80-84 years,80-84,Female,F,420
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,80-84 years,80-84,Male,M,171
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,85+ years,85,Female,F,426
,Black or African American,2054-5,"Anus, Anal Canal and Anorectum",21060,85+ years,85,Male,M,141
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,< 1 year,1,Female,F,64
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,< 1 year,1,Male,M,85
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,1-4 years,1-4,Female,F,85
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,1-4 years,1-4,Male,M,183
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,5-9 years,5-9,Female,F,35
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,5-9 years,5-9,Male,M,38
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,10-14 years,10-14,Female,F,45
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,10-14 years,10-14,Male,M,39
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,15-19 years,15-19,Female,F,54
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,15-19 years,15-19,Male,M,52
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,20-24 years,20-24,Female,F,70
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,20-24 years,20-24,Male,M,89
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,25-29 years,25-29,Female,F,121
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,25-29 years,25-29,Male,M,203
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,30-34 years,30-34,Female,F,201
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,30-34 years,30-34,Male,M,394
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,35-39 years,35-39,Female,F,288
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,35-39 years,35-39,Male,M,630
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,40-44 years,40-44,Female,F,508
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,40-44 years,40-44,Male,M,1109
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,45-49 years,45-49,Female,F,1005
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,45-49 years,45-49,Male,M,2946
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,50-54 years,50-54,Female,F,2078
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,50-54 years,50-54,Male,M,6875
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,55-59 years,55-59,Female,F,3446
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,55-59 years,55-59,Male,M,12265
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,60-64 years,60-64,Female,F,4240
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,60-64 years,60-64,Male,M,14571
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,65-69 years,65-69,Female,F,3807
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,65-69 years,65-69,Male,M,11552
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,70-74 years,70-74,Female,F,2892
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,70-74 years,70-74,Male,M,6321
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,75-79 years,75-79,Female,F,2141
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,75-79 years,75-79,Male,M,3299
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,80-84 years,80-84,Female,F,1586
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,80-84 years,80-84,Male,M,1787
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,85+ years,85,Female,F,1650
,Black or African American,2054-5,Liver and Intrahepatic Bile Duct,21071-21072,85+ years,85,Male,M,1149
,Black or African American,2054-5,Liver,21071,< 1 year,1,Female,F,64
,Black or African American,2054-5,Liver,21071,< 1 year,1,Male,M,84
,Black or African American,2054-5,Liver,21071,1-4 years,1-4,Female,F,85
,Black or African American,2054-5,Liver,21071,1-4 years,1-4,Male,M,183
,Black or African American,2054-5,Liver,21071,5-9 years,5-9,Female,F,35
,Black or African American,2054-5,Liver,21071,5-9 years,5-9,Male,M,38
,Black or African American,2054-5,Liver,21071,10-14 years,10-14,Female,F,45
,Black or African American,2054-5,Liver,21071,10-14 years,10-14,Male,M,38
,Black or African American,2054-5,Liver,21071,15-19 years,15-19,Female,F,51
,Black or African American,2054-5,Liver,21071,15-19 years,15-19,Male,M,49
,Black or African American,2054-5,Liver,21071,20-24 years,20-24,Female,F,63
,Black or African American,2054-5,Liver,21071,20-24 years,20-24,Male,M,83
,Black or African American,2054-5,Liver,21071,25-29 years,25-29,Female,F,105
,Black or African American,2054-5,Liver,21071,25-29 years,25-29,Male,M,183
,Black or African American,2054-5,Liver,21071,30-34 years,30-34,Female,F,165
,Black or African American,2054-5,Liver,21071,30-34 years,30-34,Male,M,354
,Black or African American,2054-5,Liver,21071,35-39 years,35-39,Female,F,223
,Black or African American,2054-5,Liver,21071,35-39 years,35-39,Male,M,563
,Black or African American,2054-5,Liver,21071,40-44 years,40-44,Female,F,390
,Black or African American,2054-5,Liver,21071,40-44 years,40-44,Male,M,1028
,Black or African American,2054-5,Liver,21071,45-49 years,45-49,Female,F,819
,Black or African American,2054-5,Liver,21071,45-49 years,45-49,Male,M,2762
,Black or African American,2054-5,Liver,21071,50-54 years,50-54,Female,F,1769
,Black or African American,2054-5,Liver,21071,50-54 years,50-54,Male,M,6557
,Black or African American,2054-5,Liver,21071,55-59 years,55-59,Female,F,2956
,Black or African American,2054-5,Liver,21071,55-59 years,55-59,Male,M,11686
,Black or African American,2054-5,Liver,21071,60-64 years,60-64,Female,F,3584
,Black or African American,2054-5,Liver,21071,60-64 years,60-64,Male,M,13806
,Black or African American,2054-5,Liver,21071,65-69 years,65-69,Female,F,3122
,Black or African American,2054-5,Liver,21071,65-69 years,65-69,Male,M,10743
,Black or African American,2054-5,Liver,21071,70-74 years,70-74,Female,F,2304
,Black or African American,2054-5,Liver,21071,70-74 years,70-74,Male,M,5731
,Black or African American,2054-5,Liver,21071,75-79 years,75-79,Female,F,1667
,Black or African American,2054-5,Liver,21071,75-79 years,75-79,Male,M,2905
,Black or African American,2054-5,Liver,21071,80-84 years,80-84,Female,F,1223
,Black or African American,2054-5,Liver,21071,80-84 years,80-84,Male,M,1529
,Black or African American,2054-5,Liver,21071,85+ years,85,Female,F,1272
,Black or African American,2054-5,Liver,21071,85+ years,85,Male,M,941
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,25-29 years,25-29,Female,F,16
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,25-29 years,25-29,Male,M,20
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,30-34 years,30-34,Female,F,36
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,30-34 years,30-34,Male,M,40
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,35-39 years,35-39,Female,F,65
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,35-39 years,35-39,Male,M,67
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,40-44 years,40-44,Female,F,118
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,40-44 years,40-44,Male,M,81
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,45-49 years,45-49,Female,F,186
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,45-49 years,45-49,Male,M,184
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,50-54 years,50-54,Female,F,309
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,50-54 years,50-54,Male,M,318
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,55-59 years,55-59,Female,F,490
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,55-59 years,55-59,Male,M,579
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,60-64 years,60-64,Female,F,656
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,60-64 years,60-64,Male,M,765
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,65-69 years,65-69,Female,F,685
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,65-69 years,65-69,Male,M,809
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,70-74 years,70-74,Female,F,588
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,70-74 years,70-74,Male,M,590
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,75-79 years,75-79,Female,F,474
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,75-79 years,75-79,Male,M,394
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,80-84 years,80-84,Female,F,363
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,80-84 years,80-84,Male,M,258
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,85+ years,85,Female,F,378
,Black or African American,2054-5,Intrahepatic Bile Duct,21072,85+ years,85,Male,M,208
,Black or African American,2054-5,Gallbladder,21080,25-29 years,25-29,Female,F,18
,Black or African American,2054-5,Gallbladder,21080,30-34 years,30-34,Female,F,42
,Black or African American,2054-5,Gallbladder,21080,35-39 years,35-39,Female,F,88
,Black or African American,2054-5,Gallbladder,21080,35-39 years,35-39,Male,M,37
,Black or African American,2054-5,Gallbladder,21080,40-44 years,40-44,Female,F,181
,Black or African American,2054-5,Gallbladder,21080,40-44 years,40-44,Male,M,63
,Black or African American,2054-5,Gallbladder,21080,45-49 years,45-49,Female,F,437
,Black or African American,2054-5,Gallbladder,21080,45-49 years,45-49,Male,M,146
,Black or African American,2054-5,Gallbladder,21080,50-54 years,50-54,Female,F,728
,Black or African American,2054-5,Gallbladder,21080,50-54 years,50-54,Male,M,247
,Black or African American,2054-5,Gallbladder,21080,55-59 years,55-59,Female,F,1029
,Black or African American,2054-5,Gallbladder,21080,55-59 years,55-59,Male,M,364
,Black or African American,2054-5,Gallbladder,21080,60-64 years,60-64,Female,F,1197
,Black or African American,2054-5,Gallbladder,21080,60-64 years,60-64,Male,M,529
,Black or African American,2054-5,Gallbladder,21080,65-69 years,65-69,Female,F,1361
,Black or African American,2054-5,Gallbladder,21080,65-69 years,65-69,Male,M,742
,Black or African American,2054-5,Gallbladder,21080,70-74 years,70-74,Female,F,1214
,Black or African American,2054-5,Gallbladder,21080,70-74 years,70-74,Male,M,686
,Black or African American,2054-5,Gallbladder,21080,75-79 years,75-79,Female,F,1084
,Black or African American,2054-5,Gallbladder,21080,75-79 years,75-79,Male,M,562
,Black or African American,2054-5,Gallbladder,21080,80-84 years,80-84,Female,F,923
,Black or African American,2054-5,Gallbladder,21080,80-84 years,80-84,Male,M,379
,Black or African American,2054-5,Gallbladder,21080,85+ years,85,Female,F,923
,Black or African American,2054-5,Gallbladder,21080,85+ years,85,Male,M,287
,Black or African American,2054-5,Other Biliary,21090,25-29 years,25-29,Male,M,17
,Black or African American,2054-5,Other Biliary,21090,30-34 years,30-34,Female,F,47
,Black or African American,2054-5,Other Biliary,21090,30-34 years,30-34,Male,M,34
,Black or African American,2054-5,Other Biliary,21090,35-39 years,35-39,Female,F,68
,Black or African American,2054-5,Other Biliary,21090,35-39 years,35-39,Male,M,85
,Black or African American,2054-5,Other Biliary,21090,40-44 years,40-44,Female,F,136
,Black or African American,2054-5,Other Biliary,21090,40-44 years,40-44,Male,M,155
,Black or African American,2054-5,Other Biliary,21090,45-49 years,45-49,Female,F,250
,Black or African American,2054-5,Other Biliary,21090,45-49 years,45-49,Male,M,285
,Black or African American,2054-5,Other Biliary,21090,50-54 years,50-54,Female,F,466
,Black or African American,2054-5,Other Biliary,21090,50-54 years,50-54,Male,M,475
,Black or African American,2054-5,Other Biliary,21090,55-59 years,55-59,Female,F,626
,Black or African American,2054-5,Other Biliary,21090,55-59 years,55-59,Male,M,707
,Black or African American,2054-5,Other Biliary,21090,60-64 years,60-64,Female,F,824
,Black or African American,2054-5,Other Biliary,21090,60-64 years,60-64,Male,M,940
,Black or African American,2054-5,Other Biliary,21090,65-69 years,65-69,Female,F,912
,Black or African American,2054-5,Other Biliary,21090,65-69 years,65-69,Male,M,968
,Black or African American,2054-5,Other Biliary,21090,70-74 years,70-74,Female,F,901
,Black or African American,2054-5,Other Biliary,21090,70-74 years,70-74,Male,M,946
,Black or African American,2054-5,Other Biliary,21090,75-79 years,75-79,Female,F,867
,Black or African American,2054-5,Other Biliary,21090,75-79 years,75-79,Male,M,706
,Black or African American,2054-5,Other Biliary,21090,80-84 years,80-84,Female,F,678
,Black or African American,2054-5,Other Biliary,21090,80-84 years,80-84,Male,M,565
,Black or African American,2054-5,Other Biliary,21090,85+ years,85,Female,F,719
,Black or African American,2054-5,Other Biliary,21090,85+ years,85,Male,M,395
,Black or African American,2054-5,Pancreas,21100,10-14 years,10-14,Female,F,29
,Black or African American,2054-5,Pancreas,21100,15-19 years,15-19,Female,F,64
,Black or African American,2054-5,Pancreas,21100,15-19 years,15-19,Male,M,23
,Black or African American,2054-5,Pancreas,21100,20-24 years,20-24,Female,F,105
,Black or African American,2054-5,Pancreas,21100,20-24 years,20-24,Male,M,40
,Black or African American,2054-5,Pancreas,21100,25-29 years,25-29,Female,F,170
,Black or African American,2054-5,Pancreas,21100,25-29 years,25-29,Male,M,83
,Black or African American,2054-5,Pancreas,21100,30-34 years,30-34,Female,F,316
,Black or African American,2054-5,Pancreas,21100,30-34 years,30-34,Male,M,233
,Black or African American,2054-5,Pancreas,21100,35-39 years,35-39,Female,F,575
,Black or African American,2054-5,Pancreas,21100,35-39 years,35-39,Male,M,539
,Black or African American,2054-5,Pancreas,21100,40-44 years,40-44,Female,F,1188
,Black or African American,2054-5,Pancreas,21100,40-44 years,40-44,Male,M,1336
,Black or African American,2054-5,Pancreas,21100,45-49 years,45-49,Female,F,2486
,Black or African American,2054-5,Pancreas,21100,45-49 years,45-49,Male,M,2861
,Black or African American,2054-5,Pancreas,21100,50-54 years,50-54,Female,F,4364
,Black or African American,2054-5,Pancreas,21100,50-54 years,50-54,Male,M,5373
,Black or African American,2054-5,Pancreas,21100,55-59 years,55-59,Female,F,6747
,Black or African American,2054-5,Pancreas,21100,55-59 years,55-59,Male,M,8033
,Black or African American,2054-5,Pancreas,21100,60-64 years,60-64,Female,F,8642
,Black or African American,2054-5,Pancreas,21100,60-64 years,60-64,Male,M,9746
,Black or African American,2054-5,Pancreas,21100,65-69 years,65-69,Female,F,9719
,Black or African American,2054-5,Pancreas,21100,65-69 years,65-69,Male,M,9571
,Black or African American,2054-5,Pancreas,21100,70-74 years,70-74,Female,F,9589
,Black or African American,2054-5,Pancreas,21100,70-74 years,70-74,Male,M,8478
,Black or African American,2054-5,Pancreas,21100,75-79 years,75-79,Female,F,8861
,Black or African American,2054-5,Pancreas,21100,75-79 years,75-79,Male,M,6357
,Black or African American,2054-5,Pancreas,21100,80-84 years,80-84,Female,F,7329
,Black or African American,2054-5,Pancreas,21100,80-84 years,80-84,Male,M,4200
,Black or African American,2054-5,Pancreas,21100,85+ years,85,Female,F,8013
,Black or African American,2054-5,Pancreas,21100,85+ years,85,Male,M,2958
,Black or African American,2054-5,Retroperitoneum,21110,< 1 year,1,Female,F,47
,Black or African American,2054-5,Retroperitoneum,21110,< 1 year,1,Male,M,33
,Black or African American,2054-5,Retroperitoneum,21110,1-4 years,1-4,Female,F,95
,Black or African American,2054-5,Retroperitoneum,21110,1-4 years,1-4,Male,M,93
,Black or African American,2054-5,Retroperitoneum,21110,5-9 years,5-9,Female,F,29
,Black or African American,2054-5,Retroperitoneum,21110,5-9 years,5-9,Male,M,24
,Black or African American,2054-5,Retroperitoneum,21110,10-14 years,10-14,Female,F,18
,Black or African American,2054-5,Retroperitoneum,21110,10-14 years,10-14,Male,M,19
,Black or African American,2054-5,Retroperitoneum,21110,20-24 years,20-24,Female,F,18
,Black or African American,2054-5,Retroperitoneum,21110,20-24 years,20-24,Male,M,23
,Black or African American,2054-5,Retroperitoneum,21110,25-29 years,25-29,Female,F,31
,Black or African American,2054-5,Retroperitoneum,21110,25-29 years,25-29,Male,M,23
,Black or African American,2054-5,Retroperitoneum,21110,30-34 years,30-34,Female,F,55
,Black or African American,2054-5,Retroperitoneum,21110,30-34 years,30-34,Male,M,34
,Black or African American,2054-5,Retroperitoneum,21110,35-39 years,35-39,Female,F,78
,Black or African American,2054-5,Retroperitoneum,21110,35-39 years,35-39,Male,M,55
,Black or African American,2054-5,Retroperitoneum,21110,40-44 years,40-44,Female,F,133
,Black or African American,2054-5,Retroperitoneum,21110,40-44 years,40-44,Male,M,69
,Black or African American,2054-5,Retroperitoneum,21110,45-49 years,45-49,Female,F,187
,Black or African American,2054-5,Retroperitoneum,21110,45-49 years,45-49,Male,M,90
,Black or African American,2054-5,Retroperitoneum,21110,50-54 years,50-54,Female,F,229
,Black or African American,2054-5,Retroperitoneum,21110,50-54 years,50-54,Male,M,120
,Black or African American,2054-5,Retroperitoneum,21110,55-59 years,55-59,Female,F,278
,Black or African American,2054-5,Retroperitoneum,21110,55-59 years,55-59,Male,M,155
,Black or African American,2054-5,Retroperitoneum,21110,60-64 years,60-64,Female,F,278
,Black or African American,2054-5,Retroperitoneum,21110,60-64 years,60-64,Male,M,164
,Black or African American,2054-5,Retroperitoneum,21110,65-69 years,65-69,Female,F,248
,Black or African American,2054-5,Retroperitoneum,21110,65-69 years,65-69,Male,M,172
,Black or African American,2054-5,Retroperitoneum,21110,70-74 years,70-74,Female,F,222
,Black or African American,2054-5,Retroperitoneum,21110,70-74 years,70-74,Male,M,127
,Black or African American,2054-5,Retroperitoneum,21110,75-79 years,75-79,Female,F,156
,Black or African American,2054-5,Retroperitoneum,21110,75-79 years,75-79,Male,M,104
